property_id,property_name_en,criteria_txt,source_text,source_region,target_region,exchange_type,confidence,review_status,notes
996,Historic Centre of Brugge,(ii)(iv)(vi),"Brugge is an outstanding example of a medieval historic settlement, which has maintained its historic fabric as this has evolved over the centuries, and where original Gothic constructions form part of the town's identity. As one of the commercial and cultural capitals of Europe, Brugge developed cultural links to different parts of the world. It is closely ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1001,Mount Qingcheng and the Dujiangyan Irrigation System,(ii)(iv)(vi),"Construction of the Dujiangyan irrigation system began in the 3rd century B.C. This system still controls the waters of the Minjiang River and distributes it to the fertile farmland of the Chengdu plains. Mount Qingcheng was the birthplace of Taoism, which is celebrated in a series of ancient temples.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1002,Ancient Villages in Southern Anhui – Xidi and Hongcun,(iii)(iv)(v),"The two traditional villages of Xidi and Hongcun preserve to a remarkable extent the appearance of non-urban settlements of a type that largely disappeared or was transformed during the last century. Their street plan, their architecture and decoration, and the integration of houses with comprehensive water systems are unique surviving examples.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1003,Longmen Grottoes,(i)(ii)(iii),"The grottoes and niches of Longmen contain the largest and most impressive collection of Chinese art of the late Northern Wei and Tang Dynasties (316-907). These works, entirely devoted to the Buddhist religion, represent the high point of Chinese stone carving.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1004,Imperial Tombs of the Ming and Qing Dynasties,(i)(ii)(iii)(iv)(vi),"It represents the addition of three Imperial Tombs of the Qing Dynasty in Liaoning to the Ming tombs inscribed in 2000 and 2003. The Three Imperial Tombs of the Qing Dynasty in Liaoning Province include the Yongling Tomb, the Fuling Tomb, and the Zhaoling Tomb, all built in the 17th century. Constructed for the founding emperors of the Qing Dynasty and their",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1005,Major Town Houses of the Architect Victor Horta (Brussels),(i)(ii)(iv),"The four major town houses - Hôtel Tassel, Hôtel Solvay, Hôtel van Eetvelde, and Maison & Atelier Horta - located in Brussels and designed by the architect Victor Horta, one of the earliest initiators of Art Nouveau, are some of the most remarkable pioneering works of architecture of the end of the 19th century. The stylistic revolution represented by these ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1006,Neolithic Flint Mines at Spiennes (Mons),(i)(iii)(iv),"The Neolithic flint mines at Spiennes, covering more than 100 ha, are the largest and earliest concentration of ancient mines in Europe. They are also remarkable for the diversity of technological solutions used for extraction and for the fact that they are directly linked to a settlement of the same period.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1008,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,(iii)(iv),"The remains of the 19th-century coffee plantations in the foothills of the Sierra Maestra are unique evidence of a pioneer form of agriculture in a difficult terrain. They throw considerable light on the economic, social, and technological history of the Caribbean and Latin American region.",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1009,Notre-Dame Cathedral in Tournai,(ii)(iv),"The Cathedral of Notre-Dame in Tournai was built in the first half of the 12th century. It is especially distinguished by a Romanesque nave of extraordinary dimensions, a wealth of sculpture on its capitals and a transept topped by five towers, all precursors of the Gothic style. The choir, rebuilt in the 13th century, is in the pure Gothic style.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1010,Land of Frankincense,(iii)(iv),"The frankincense trees of Wadi Dawkah and the remains of the caravan oasis of Shisr/Wubar and the affiliated ports of Khor Rori and Al-Baleed vividly illustrate the trade in frankincense that flourished in this region for many centuries, as one of the most important trading activities of the ancient and medieval world.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
